customer_id,merchant_id,customer_name,email,total_orders,total_spent,first_order_date,last_order_date,is_repeat_customer,loyalty_tier
CUST_000029,M0477,Neha Bhat,neha.bhat_29@example.com,11,8398.69,2026-06-02,2026-08-03,True,PLATINUM
CUST_000030,M0162,Siddharth Das,siddharth.das_30@example.com,13,3704.19,2026-08-08,2026-08-11,True,PLATINUM
CUST_000031,M0070,Rahul Kapoor,rahul.kapoor_31@example.com,1,439.55,2025-11-27,2025-11-27,False,STANDARD
CUST_000032,M0335,Meera Bose,meera.bose_32@example.com,1,266.49,2026-01-12,2026-01-12,False,STANDARD
CUST_000033,M0364,Siddharth Malhotra,siddharth.malhotra_33@example.com,2,26011.17,2026-04-22,2026-07-20,True,SILVER
CUST_000034,M0017,Amit Nair,amit.nair_34@example.com,7,3076.15,2025-12-21,2026-04-04,True,GOLD
CUST_000035,M0381,Meera Bhat,meera.bhat_35@example.com,5,4185.24,2026-03-28,2026-04-09,True,GOLD
CUST_000036,M0422,Sneha Bhat,sneha.bhat_36@example.com,1,20.66,2026-07-22,2026-07-22,False,STANDARD
CUST_000037,M0390,Siddharth Bhat,siddharth.bhat_37@example.com,15,2313.28,2026-06-21,2026-07-26,True,PLATINUM
CUST_000038,M0153,Aditi Rao,aditi.rao_38@example.com,4,662.11,2025-12-31,2026-01-17,True,GOLD
CUST_000039,M0061,Ananya Reddy,ananya.reddy_39@example.com,1,888.94,2025-10-15,2025-10-15,False,STANDARD
CUST_000040,M0353,Sneha Das,sneha.das_40@example.com,7,508.17,2025-10-01,2026-06-16,True,GOLD
CUST_000041,M0402,Rahul Reddy,rahul.reddy_41@example.com,13,48326.33,2025-11-13,2026-04-05,True,PLATINUM
CUST_000042,M0306,Isha Singh,isha.singh_42@example.com,11,101697.62,2026-03-17,2026-04-02,True,PLATINUM
CUST_000043,M0137,Varun Mehta,varun.mehta_43@example.com,15,519164.11,2026-07-13,2026-08-09,True,PLATINUM
CUST_000044,M0444,Vikram Gupta,vikram.gupta_44@example.com,12,671.31,2026-04-08,2026-05-18,True,PLATINUM
CUST_000045,M0251,Vikram Kulkarni,vikram.kulkarni_45@example.com,15,36279.85,2026-02-01,2026-05-03,True,PLATINUM
CUST_000046,M0039,Rohan Kapoor,rohan.kapoor_46@example.com,10,135578.44,2026-02-05,2026-05-02,True,PLATINUM
CUST_000047,M0487,Meera Iyer,meera.iyer_47@example.com,4,4890.29,2025-12-21,2026-03-17,True,GOLD
CUST_000048,M0341,Sneha Patel,sneha.patel_48@example.com,1,2187.57,2026-01-21,2026-01-21,False,STANDARD
CUST_000049,M0112,Kavya Reddy,kavya.reddy_49@example.com,1,17.68,2026-02-28,2026-02-28,False,STANDARD
CUST_000050,M0425,Pooja Iyer,pooja.iyer_50@example.com,1,1105.04,2026-06-07,2026-06-07,False,STANDARD
CUST_000051,M0290,Meera Iyer,meera.iyer_51@example.com,1,160.2,2026-07-19,2026-07-19,False,STANDARD
CUST_000052,M0024,Priya Rao,priya.rao_52@example.com,7,10797.49,2025-12-30,2026-05-02,True,GOLD
CUST_000053,M0001,Kavya Reddy,kavya.reddy_53@example.com,1,3732.64,2026-06-06,2026-06-06,False,STANDARD
CUST_000054,M0452,Pooja Singh,pooja.singh_54@example.com,10,814.74,2026-06-26,2026-07-16,True,GOLD
CUST_000055,M0185,Amit Patel,amit.patel_55@example.com,7,1451209.44,2026-07-17,2026-08-01,True,GOLD
CUST_000056,M0321,Pooja Nair,pooja.nair_56@example.com,4,209704.56,2026-06-25,2026-08-26,True,GOLD
CUST_000057,M0110,Meera Patel,meera.patel_57@example.com,9,4138.37,2025-11-20,2026-01-11,True,GOLD
CUST_000058,M0005,Aarav Iyer,aarav.iyer_58@example.com,15,169056.53,2026-06-06,2026-06-26,True,PLATINUM
CUST_000059,M0037,Ananya Kapoor,ananya.kapoor_59@example.com,5,972.83,2026-06-21,2026-07-17,True,GOLD
CUST_000060,M0189,Pooja Gupta,pooja.gupta_60@example.com,6,19091.81,2025-09-18,2026-06-14,True,GOLD
CUST_000061,M0036,Varun Kulkarni,varun.kulkarni_61@example.com,7,47088.4,2025-12-30,2026-05-29,True,GOLD
CUST_000062,M0370,Rahul Gupta,rahul.gupta_62@example.com,16,645692.77,2026-04-23,2026-08-15,True,PLATINUM
CUST_000063,M0460,Priya Gupta,priya.gupta_63@example.com,14,3107074.52,2026-02-14,2026-05-09,True,PLATINUM
CUST_000064,M0162,Vikram Nair,vikram.nair_64@example.com,4,1136.18,2026-04-07,2026-06-15,True,GOLD
CUST_000065,M0399,Aarav Deshmukh,aarav.deshmukh_65@example.com,18,662065.8,2026-05-08,2026-05-23,True,PLATINUM
CUST_000066,M0201,Pooja Verma,pooja.verma_66@example.com,9,7986.85,2025-12-02,2026-02-10,True,GOLD
CUST_000067,M0058,Ananya Malhotra,ananya.malhotra_67@example.com,1,1902.78,2026-07-07,2026-07-07,False,STANDARD
CUST_000068,M0271,Aarav Joshi,aarav.joshi_68@example.com,1,305.74,2026-06-06,2026-06-06,False,STANDARD
CUST_000069,M0199,Nikhil Bose,nikhil.bose_69@example.com,7,910.93,2025-12-14,2025-12-25,True,GOLD
CUST_000070,M0395,Rohan Sharma,rohan.sharma_70@example.com,2,871.43,2026-03-31,2026-07-02,True,SILVER
CUST_000071,M0021,Aditi Kapoor,aditi.kapoor_71@example.com,1,12043.68,2025-09-25,2025-09-25,False,STANDARD
CUST_000072,M0365,Varun Bose,varun.bose_72@example.com,14,14231.36,2026-07-01,2026-07-17,True,PLATINUM
CUST_000073,M0275,Isha Das,isha.das_73@example.com,4,82.97,2026-03-07,2026-08-06,True,SILVER
CUST_000074,M0262,Rahul Gupta,rahul.gupta_74@example.com,14,299275.49,2025-10-16,2026-07-24,True,PLATINUM
CUST_000075,M0159,Kavya Nair,kavya.nair_75@example.com,4,3386.52,2026-01-02,2026-07-28,True,GOLD
CUST_000076,M0233,Divya Das,divya.das_76@example.com,7,5128.47,2026-06-12,2026-08-25,True,GOLD
CUST_000077,M0363,Vikram Sharma,vikram.sharma_77@example.com,13,871.65,2025-11-18,2025-12-05,True,PLATINUM
CUST_000078,M0401,Amit Singh,amit.singh_78@example.com,10,1717.71,2026-06-13,2026-08-23,True,GOLD
CUST_000079,M0172,Kavya Chopra,kavya.chopra_79@example.com,1,4756.81,2026-03-31,2026-03-31,False,STANDARD
CUST_000080,M0365,Nikhil Patel,nikhil.patel_80@example.com,1,1140.94,2025-11-24,2025-11-24,False,STANDARD
CUST_000081,M0185,Aditi Malhotra,aditi.malhotra_81@example.com,7,1492829.29,2026-02-05,2026-07-17,True,GOLD
CUST_000082,M0131,Priya Kulkarni,priya.kulkarni_82@example.com,1,317.25,2026-06-14,2026-06-14,False,STANDARD
CUST_000083,M0117,Varun Sharma,varun.sharma_83@example.com,2,8171.26,2026-04-09,2026-08-15,True,STANDARD
CUST_000084,M0242,Sneha Kapoor,sneha.kapoor_84@example.com,1,1726.93,2026-05-13,2026-05-13,False,STANDARD
CUST_000085,M0477,Aditi Bhat,aditi.bhat_85@example.com,1,771.62,2025-09-11,2025-09-11,False,STANDARD
CUST_000086,M0215,Ananya Iyer,ananya.iyer_86@example.com,12,63209.94,2026-03-27,2026-08-07,True,PLATINUM
CUST_000087,M0293,Sneha Mehta,sneha.mehta_87@example.com,3,158.1,2026-05-13,2026-07-29,True,SILVER
CUST_000088,M0412,Varun Verma,varun.verma_88@example.com,1,24.96,2026-07-08,2026-07-08,False,STANDARD
CUST_000089,M0450,Siddharth Deshmukh,siddharth.deshmukh_89@example.com,11,38946.63,2026-02-26,2026-08-04,True,PLATINUM
CUST_000090,M0284,Siddharth Sharma,siddharth.sharma_90@example.com,11,179082.28,2025-10-28,2026-03-24,True,PLATINUM
CUST_000091,M0379,Divya Nair,divya.nair_91@example.com,17,1330.02,2026-05-04,2026-05-25,True,PLATINUM
CUST_000092,M0462,Isha Nair,isha.nair_92@example.com,15,90250.57,2026-07-31,2026-08-19,True,PLATINUM
CUST_000093,M0278,Sneha Sharma,sneha.sharma_93@example.com,1,941.73,2026-08-12,2026-08-12,False,STANDARD
CUST_000094,M0389,Arjun Deshmukh,arjun.deshmukh_94@example.com,18,15628.89,2026-04-13,2026-05-11,True,PLATINUM
CUST_000095,M0252,Aditi Gupta,aditi.gupta_95@example.com,4,1570.69,2026-07-21,2026-08-12,True,SILVER
CUST_000096,M0460,Varun Bose,varun.bose_96@example.com,13,2962898.25,2025-12-21,2026-02-16,True,PLATINUM
CUST_000097,M0044,Nikhil Mehta,nikhil.mehta_97@example.com,14,23966.23,2026-07-05,2026-07-20,True,PLATINUM
CUST_000098,M0291,Aditi Bose,aditi.bose_98@example.com,6,45955.7,2026-04-13,2026-06-13,True,GOLD
CUST_000099,M0134,Karan Kapoor,karan.kapoor_99@example.com,12,17908.01,2026-03-03,2026-05-03,True,PLATINUM
CUST_000100,M0140,Ananya Patel,ananya.patel_100@example.com,1,445.33,2026-06-04,2026-06-04,False,STANDARD
CUST_000101,M0400,Nikhil Mehta,nikhil.mehta_101@example.com,7,29955.4,2025-12-25,2026-04-29,True,GOLD
CUST_000102,M0161,Kavya Mehta,kavya.mehta_102@example.com,8,1688.45,2025-12-24,2026-06-09,True,GOLD
CUST_000103,M0238,Amit Mehta,amit.mehta_103@example.com,11,46.68,2025-10-08,2026-08-06,True,PLATINUM
CUST_000104,M0111,Karan Gupta,karan.gupta_104@example.com,9,32647.54,2026-02-11,2026-05-17,True,GOLD
CUST_000105,M0263,Aditi Deshmukh,aditi.deshmukh_105@example.com,7,12038.6,2026-07-28,2026-08-14,True,GOLD
CUST_000106,M0438,Siddharth Bhat,siddharth.bhat_106@example.com,1,212.27,2026-04-07,2026-04-07,False,STANDARD
CUST_000107,M0049,Siddharth Mehta,siddharth.mehta_107@example.com,6,4329.62,2026-06-11,2026-08-25,True,GOLD
CUST_000108,M0032,Ananya Gupta,ananya.gupta_108@example.com,14,7269.37,2026-02-03,2026-03-04,True,PLATINUM
CUST_000109,M0323,Rohan Kulkarni,rohan.kulkarni_109@example.com,4,839.92,2026-08-01,2026-08-24,True,GOLD
CUST_000110,M0102,Siddharth Gupta,siddharth.gupta_110@example.com,12,329.65,2026-06-11,2026-08-21,True,PLATINUM
CUST_000111,M0483,Siddharth Verma,siddharth.verma_111@example.com,15,345774.25,2026-01-22,2026-04-21,True,PLATINUM
CUST_000112,M0016,Arjun Bose,arjun.bose_112@example.com,8,740.48,2026-05-09,2026-07-22,True,GOLD
CUST_000113,M0144,Siddharth Gupta,siddharth.gupta_113@example.com,9,22104.17,2025-09-15,2026-03-28,True,PLATINUM
CUST_000114,M0256,Kavya Bhat,kavya.bhat_114@example.com,4,11523.82,2026-03-22,2026-05-20,True,SILVER
CUST_000115,M0071,Kavya Reddy,kavya.reddy_115@example.com,18,75319.58,2026-04-07,2026-04-09,True,PLATINUM
CUST_000116,M0407,Aarav Kapoor,aarav.kapoor_116@example.com,1,455.07,2026-02-10,2026-02-10,False,STANDARD
CUST_000117,M0246,Isha Malhotra,isha.malhotra_117@example.com,18,11037.66,2026-03-01,2026-05-19,True,PLATINUM
CUST_000118,M0139,Neha Sharma,neha.sharma_118@example.com,9,251932.51,2026-07-28,2026-07-29,True,GOLD
CUST_000119,M0416,Amit Verma,amit.verma_119@example.com,1,263.12,2025-12-14,2025-12-14,False,STANDARD
CUST_000120,M0272,Sneha Kulkarni,sneha.kulkarni_120@example.com,1,376.23,2026-05-23,2026-05-23,False,STANDARD
CUST_000121,M0052,Ananya Nair,ananya.nair_121@example.com,3,43913.41,2026-04-22,2026-06-14,True,SILVER
CUST_000122,M0434,Arjun Joshi,arjun.joshi_122@example.com,1,772.32,2026-05-16,2026-05-16,False,STANDARD
CUST_000123,M0091,Ananya Kulkarni,ananya.kulkarni_123@example.com,13,461637.17,2025-10-14,2026-08-12,True,PLATINUM
CUST_000124,M0361,Sneha Kulkarni,sneha.kulkarni_124@example.com,8,1077.15,2025-12-03,2026-03-21,True,GOLD
CUST_000125,M0090,Meera Verma,meera.verma_125@example.com,9,548900.12,2025-10-08,2026-05-06,True,PLATINUM
CUST_000126,M0011,Varun Malhotra,varun.malhotra_126@example.com,8,3357.19,2026-06-07,2026-07-14,True,GOLD
CUST_000127,M0368,Neha Iyer,neha.iyer_127@example.com,6,447.55,2025-10-16,2026-06-15,True,GOLD
CUST_000128,M0397,Priya Saxena,priya.saxena_128@example.com,1,28.7,2026-07-06,2026-07-06,False,STANDARD
CUST_000129,M0192,Arjun Kulkarni,arjun.kulkarni_129@example.com,11,10584.51,2026-02-28,2026-07-23,True,PLATINUM
CUST_000130,M0500,Neha Bose,neha.bose_130@example.com,1,11.95,2025-12-06,2025-12-06,False,STANDARD
CUST_000131,M0333,Karan Singh,karan.singh_131@example.com,1,33980.43,2025-10-29,2025-10-29,False,STANDARD
CUST_000132,M0356,Divya Joshi,divya.joshi_132@example.com,7,89.48,2026-01-31,2026-06-09,True,GOLD
CUST_000133,M0376,Pooja Gupta,pooja.gupta_133@example.com,2,125.51,2025-10-23,2026-02-07,True,SILVER
CUST_000134,M0436,Nikhil Verma,nikhil.verma_134@example.com,12,1255517.26,2025-10-03,2026-05-05,True,PLATINUM
CUST_000135,M0328,Nikhil Mehta,nikhil.mehta_135@example.com,1,18108.0,2026-06-01,2026-06-01,False,STANDARD
CUST_000136,M0170,Rohan Nair,rohan.nair_136@example.com,12,858411.56,2026-05-19,2026-06-06,True,PLATINUM
CUST_000137,M0454,Rohan Iyer,rohan.iyer_137@example.com,10,128759.62,2026-04-27,2026-07-26,True,PLATINUM
CUST_000138,M0355,Rohan Joshi,rohan.joshi_138@example.com,5,182143.21,2026-08-12,2026-08-26,True,GOLD
CUST_000139,M0198,Siddharth Bose,siddharth.bose_139@example.com,1,35506.46,2026-01-13,2026-01-13,False,STANDARD
CUST_000140,M0253,Arjun Joshi,arjun.joshi_140@example.com,5,6270.97,2025-12-10,2026-05-03,True,GOLD
CUST_000141,M0084,Siddharth Patel,siddharth.patel_141@example.com,1,2708.88,2026-07-26,2026-07-26,False,STANDARD
CUST_000142,M0151,Aarav Iyer,aarav.iyer_142@example.com,5,86.38,2026-07-06,2026-08-05,True,GOLD
CUST_000143,M0088,Arjun Singh,arjun.singh_143@example.com,1,82322.43,2025-11-05,2025-11-05,False,STANDARD
CUST_000144,M0483,Rohan Iyer,rohan.iyer_144@example.com,17,377784.14,2026-07-28,2026-08-13,True,PLATINUM
CUST_000145,M0483,Neha Das,neha.das_145@example.com,1,19974.09,2026-05-24,2026-05-24,False,STANDARD
CUST_000146,M0028,Priya Iyer,priya.iyer_146@example.com,8,128647.36,2026-01-15,2026-03-01,True,GOLD
CUST_000147,M0284,Isha Chopra,isha.chopra_147@example.com,11,227446.33,2026-04-13,2026-08-02,True,PLATINUM
CUST_000148,M0026,Arjun Kulkarni,arjun.kulkarni_148@example.com,17,1192643.62,2026-05-26,2026-08-20,True,PLATINUM
CUST_000149,M0185,Aarav Bose,aarav.bose_149@example.com,17,3689869.61,2026-05-02,2026-08-14,True,PLATINUM
CUST_000150,M0014,Rahul Singh,rahul.singh_150@example.com,1,6468.39,2026-07-02,2026-07-02,False,STANDARD
CUST_000151,M0243,Priya Deshmukh,priya.deshmukh_151@example.com,1,3643.25,2025-12-14,2025-12-14,False,STANDARD
CUST_000152,M0251,Amit Patel,amit.patel_152@example.com,14,28071.55,2026-05-10,2026-07-10,True,PLATINUM
CUST_000153,M0454,Arjun Joshi,arjun.joshi_153@example.com,3,38123.86,2026-03-31,2026-05-06,True,SILVER
CUST_000154,M0239,Amit Nair,amit.nair_154@example.com,1,859.38,2025-10-28,2025-10-28,False,STANDARD
CUST_000155,M0032,Vikram Mehta,vikram.mehta_155@example.com,13,8121.29,2025-11-08,2026-01-27,True,PLATINUM
CUST_000156,M0498,Nikhil Nair,nikhil.nair_156@example.com,1,3849.01,2026-01-26,2026-01-26,False,STANDARD
CUST_000157,M0420,Varun Bose,varun.bose_157@example.com,1,673.84,2025-12-12,2025-12-12,False,STANDARD
CUST_000158,M0294,Ananya Malhotra,ananya.malhotra_158@example.com,14,1166.76,2026-07-26,2026-08-10,True,PLATINUM
CUST_000159,M0293,Varun Kulkarni,varun.kulkarni_159@example.com,1,61.37,2025-09-29,2025-09-29,False,STANDARD
CUST_000160,M0076,Priya Rao,priya.rao_160@example.com,7,39682.77,2026-04-26,2026-05-15,True,GOLD
CUST_000161,M0099,Vikram Verma,vikram.verma_161@example.com,15,3990.41,2026-05-01,2026-05-13,True,PLATINUM
CUST_000162,M0322,Vikram Das,vikram.das_162@example.com,4,4056.29,2026-06-29,2026-08-02,True,SILVER
CUST_000163,M0285,Arjun Bhat,arjun.bhat_163@example.com,10,2620.52,2025-11-19,2026-01-04,True,GOLD
CUST_000164,M0470,Aarav Das,aarav.das_164@example.com,15,57484.27,2026-06-16,2026-07-04,True,PLATINUM
CUST_000165,M0077,Vikram Kulkarni,vikram.kulkarni_165@example.com,5,82.84,2026-06-19,2026-08-14,True,GOLD
CUST_000166,M0403,Pooja Bhat,pooja.bhat_166@example.com,1,16846.2,2026-01-14,2026-01-14,False,STANDARD
CUST_000167,M0136,Arjun Malhotra,arjun.malhotra_167@example.com,1,22106.73,2025-12-13,2025-12-13,False,STANDARD
CUST_000168,M0020,Neha Chopra,neha.chopra_168@example.com,14,22413.04,2026-07-24,2026-08-01,True,PLATINUM
CUST_000169,M0456,Karan Nair,karan.nair_169@example.com,17,15540.35,2026-03-28,2026-05-23,True,PLATINUM
CUST_000170,M0011,Karan Deshmukh,karan.deshmukh_170@example.com,17,6619.39,2026-06-23,2026-07-28,True,PLATINUM
CUST_000171,M0069,Pooja Rao,pooja.rao_171@example.com,12,105017.17,2026-03-28,2026-05-12,True,PLATINUM
CUST_000172,M0310,Rohan Reddy,rohan.reddy_172@example.com,15,46740.81,2025-12-07,2026-02-16,True,PLATINUM
CUST_000173,M0421,Aditi Saxena,aditi.saxena_173@example.com,1,11965.35,2026-07-10,2026-07-10,False,STANDARD
CUST_000174,M0160,Varun Kapoor,varun.kapoor_174@example.com,18,2262.94,2025-10-25,2026-08-12,True,PLATINUM
CUST_000175,M0089,Rahul Reddy,rahul.reddy_175@example.com,1,39.51,2026-04-07,2026-04-07,False,STANDARD
CUST_000176,M0017,Siddharth Verma,siddharth.verma_176@example.com,1,456.08,2026-05-03,2026-05-03,False,STANDARD
CUST_000177,M0141,Sneha Rao,sneha.rao_177@example.com,1,92.03,2025-09-21,2025-09-21,False,STANDARD
CUST_000178,M0473,Priya Sharma,priya.sharma_178@example.com,17,32348.86,2025-10-12,2026-01-10,True,PLATINUM
CUST_000179,M0091,Meera Kulkarni,meera.kulkarni_179@example.com,13,620248.4,2026-05-21,2026-07-24,True,PLATINUM
CUST_000180,M0384,Rohan Deshmukh,rohan.deshmukh_180@example.com,3,1066.04,2026-05-21,2026-06-14,True,SILVER
CUST_000181,M0400,Rahul Nair,rahul.nair_181@example.com,1,4313.7,2026-04-29,2026-04-29,False,STANDARD
CUST_000182,M0138,Kavya Saxena,kavya.saxena_182@example.com,2,1778.1,2025-12-13,2026-06-20,True,STANDARD
CUST_000183,M0332,Neha Das,neha.das_183@example.com,9,301521.66,2026-04-05,2026-06-09,True,GOLD
CUST_000184,M0365,Amit Bose,amit.bose_184@example.com,1,882.7,2026-02-15,2026-02-15,False,STANDARD
CUST_000185,M0236,Amit Reddy,amit.reddy_185@example.com,1,11.26,2025-11-19,2025-11-19,False,STANDARD
CUST_000186,M0423,Divya Kapoor,divya.kapoor_186@example.com,2,5488.02,2025-11-24,2026-02-16,True,SILVER
CUST_000187,M0288,Divya Das,divya.das_187@example.com,5,66.71,2025-12-09,2026-07-25,True,GOLD
CUST_000188,M0173,Amit Iyer,amit.iyer_188@example.com,1,45.81,2026-04-01,2026-04-01,False,STANDARD
CUST_000189,M0336,Pooja Reddy,pooja.reddy_189@example.com,9,1018.94,2026-07-14,2026-07-19,True,PLATINUM
CUST_000190,M0207,Karan Gupta,karan.gupta_190@example.com,17,34191.19,2026-03-14,2026-06-21,True,PLATINUM
CUST_000191,M0465,Kavya Kapoor,kavya.kapoor_191@example.com,3,1215.21,2025-10-18,2025-11-07,True,SILVER
CUST_000192,M0418,Rahul Iyer,rahul.iyer_192@example.com,1,2803.65,2026-04-21,2026-04-21,False,STANDARD
CUST_000193,M0352,Isha Malhotra,isha.malhotra_193@example.com,1,72399.5,2025-09-03,2025-09-03,False,STANDARD
CUST_000194,M0184,Varun Deshmukh,varun.deshmukh_194@example.com,1,390.52,2025-09-10,2025-09-10,False,STANDARD
CUST_000195,M0449,Isha Singh,isha.singh_195@example.com,17,20170.57,2026-06-08,2026-07-24,True,PLATINUM
CUST_000196,M0372,Isha Singh,isha.singh_196@example.com,1,5106.48,2026-02-22,2026-02-22,False,STANDARD
CUST_000197,M0336,Rohan Nair,rohan.nair_197@example.com,11,1292.84,2026-01-09,2026-02-06,True,PLATINUM
CUST_000198,M0455,Karan Joshi,karan.joshi_198@example.com,11,7736.49,2025-12-18,2026-01-21,True,PLATINUM
CUST_000199,M0061,Meera Verma,meera.verma_199@example.com,1,903.15,2025-10-18,2025-10-18,False,STANDARD
CUST_000200,M0298,Divya Patel,divya.patel_200@example.com,8,3124.0,2025-11-29,2026-06-26,True,GOLD
CUST_000201,M0445,Arjun Saxena,arjun.saxena_201@example.com,3,19774.19,2026-05-27,2026-08-09,True,SILVER
CUST_000202,M0103,Karan Bose,karan.bose_202@example.com,1,9327.33,2025-12-21,2025-12-21,False,STANDARD
CUST_000203,M0074,Karan Singh,karan.singh_203@example.com,1,7472.42,2025-12-06,2025-12-06,False,STANDARD
CUST_000204,M0171,Neha Iyer,neha.iyer_204@example.com,2,9561.18,2025-12-24,2026-06-17,True,SILVER
CUST_000205,M0108,Neha Kulkarni,neha.kulkarni_205@example.com,1,61.28,2025-12-05,2025-12-05,False,STANDARD
CUST_000206,M0403,Rohan Gupta,rohan.gupta_206@example.com,1,19079.48,2025-09-22,2025-09-22,False,STANDARD
CUST_000207,M0220,Arjun Bose,arjun.bose_207@example.com,1,13685.17,2026-01-28,2026-01-28,False,STANDARD
CUST_000208,M0003,Aditi Bhat,aditi.bhat_208@example.com,13,101155.41,2026-08-05,2026-08-16,True,PLATINUM
CUST_000209,M0388,Varun Reddy,varun.reddy_209@example.com,2,89693.63,2025-09-26,2026-04-21,True,SILVER
CUST_000210,M0116,Sneha Deshmukh,sneha.deshmukh_210@example.com,14,2575.44,2025-11-28,2026-03-23,True,PLATINUM
CUST_000211,M0086,Rohan Verma,rohan.verma_211@example.com,11,388876.5,2025-12-22,2026-02-21,True,PLATINUM
CUST_000212,M0267,Divya Saxena,divya.saxena_212@example.com,6,4947.36,2026-02-18,2026-04-23,True,GOLD
CUST_000213,M0184,Rahul Singh,rahul.singh_213@example.com,1,367.03,2026-01-18,2026-01-18,False,STANDARD
CUST_000214,M0010,Ananya Nair,ananya.nair_214@example.com,1,6136.41,2026-06-06,2026-06-06,False,STANDARD
CUST_000215,M0109,Aarav Kulkarni,aarav.kulkarni_215@example.com,5,6179.97,2026-02-06,2026-02-25,True,GOLD
CUST_000216,M0334,Aditi Kapoor,aditi.kapoor_216@example.com,10,2715.01,2025-11-12,2026-08-02,True,GOLD
CUST_000217,M0305,Aditi Mehta,aditi.mehta_217@example.com,2,16239.49,2026-07-19,2026-08-19,True,STANDARD
CUST_000218,M0214,Siddharth Kapoor,siddharth.kapoor_218@example.com,10,19458.57,2025-12-13,2026-06-09,True,GOLD
CUST_000219,M0106,Aarav Deshmukh,aarav.deshmukh_219@example.com,5,29707.35,2025-09-07,2025-12-03,True,GOLD
CUST_000220,M0139,Divya Das,divya.das_220@example.com,1,37398.47,2026-01-10,2026-01-10,False,STANDARD
CUST_000221,M0426,Priya Saxena,priya.saxena_221@example.com,1,24.39,2026-06-13,2026-06-13,False,STANDARD
CUST_000222,M0145,Priya Mehta,priya.mehta_222@example.com,8,246.85,2026-03-31,2026-04-15,True,GOLD
CUST_000223,M0499,Rahul Joshi,rahul.joshi_223@example.com,11,71880.11,2026-05-22,2026-08-21,True,GOLD
